nomeLocalidade;SIGLA_UF;Exportação_2020_Valor US$ FOB;Exportação_2020_Quilograma Líquido;Importação_2020_Valor US$ FOB;Importação_2020_Quilograma Líquido;Exportação_2019_Valor US$ FOB;Exportação_2019_Quilograma Líquido;Importação_2019_Valor US$ FOB;Importação_2019_Quilograma Líquido;Exportação_2018_Valor US$ FOB;Exportação_2018_Quilograma Líquido;Importação_2018_Valor US$ FOB;Importação_2018_Quilograma Líquido;Exportação_2017_Valor US$ FOB;Exportação_2017_Quilograma Líquido;Importação_2017_Valor US$ FOB;Importação_2017_Quilograma Líquido;Exportação_2016_Valor US$ FOB;Exportação_2016_Quilograma Líquido;Importação_2016_Valor US$ FOB;Importação_2016_Quilograma Líquido;Exportação_2015_Valor US$ FOB;Exportação_2015_Quilograma Líquido;Importação_2015_Valor US$ FOB;Importação_2015_Quilograma Líquido
Pescaria Brava;SC;20452;2491;0;0;48143;6047;0;0;20960;1020;0;0;28469;1328;0;0;28807;1408;0;0;24491;1232;0;0
Arraial do Cabo;RJ;20361;230;0;0;546;10;555;5;0;0;3222;338;0;0;7970;556;0;0;11440;863;52937559;176045151;2458;115
Itaipé;MG;20247;35055;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bilac;SP;19365;6903;0;0;8170;1949;0;0;27353;6312;440666;12200;0;0;0;0;0;0;0;0;0;0;0;0
Senador José Bento;MG;19295;4815;0;0;0;0;0;0;0;0;19008;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedro II;PI;19188;0;0;0;14336;4;0;0;141684;12;0;0;0;0;0;0;6238;4;0;0;2101;0;0;0
Senador Guiomard;AC;18228;8022;0;0;0;0;0;0;717810;322565;0;0;1072286;481457;0;0;91789;67159;0;0;1454;5000;0;0
São Pedro do Butiá;RS;17982;1830;0;0;21462;1791;0;0;0;0;0;0;0;0;0;0;0;0;2426;159;0;0;69486;10806
Mombaça;CE;17762;39420;0;0;0;0;0;0;0;0;47168;14259;0;0;0;0;0;0;0;0;0;0;0;0
Costa Marques;RO;17064;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6646;7000;0;0;0;0;0;0
Berizal;MG;16816;1088;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parati;RJ;16752;988;0;0;27930;867;4292320;1353;11683;276;3413;435;24057;564;10551;2977;16498;158;10121;800;11155;57;0;0
Cruz do Espírito Santo;PB;16632;9067;0;0;14072;9067;0;0;14490;19513;37253;5971;0;0;0;0;12000;22300;0;0;0;0;0;0
Ibiam;SC;16618;24480;0;0;0;0;0;0;47230;105600;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senador Modestino Gonçalves;MG;16295;70560;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Conceição da Feira;BA;15630;134;0;0;0;0;144311;9000;14960;1558;151481;7278;14610;1562;112048;6038;15790;1671;2303698;11004790;37700;2850;51765;2907
Matias Cardoso;MG;15393;3968;0;0;77955;9722;0;0;53870;6900;0;0;0;0;37628;24835;0;0;0;0;0;0;0;0
São José do Seridó;RN;14606;5314;0;0;68077;397956;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itaúba;MT;13751;26;0;0;90388;76;0;0;44927;51500;0;0;43313;71050;0;0;0;0;0;0;0;0;0;0
Perdões;MG;13695;1453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8169;37;0;0;27146;3764
Pedralva;MG;12886;2772;0;0;27794;13440;0;0;0;0;0;0;115950;38640;0;0;0;0;0;0;0;0;0;0
Wenceslau Guimarães;BA;12559;18720;0;0;18883;11880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Victor Graeff;RS;12000;8300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Divino das Laranjeiras;MG;11826;43400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brejo do Cruz;PB;11700;8811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;331820;58388
Pancas;ES;11655;9751;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ipiranga do Sul;RS;10799;11206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cantá;RR;10484;15250;0;0;2300;4230;0;0;0;0;0;0;0;0;0;0;0;0;32298;8293;0;0;0;0
Ibitirama;ES;9428;90420;0;0;0;0;0;0;71522;566090;0;0;20725;123980;0;0;0;0;0;0;0;0;0;0
Tartarugalzinho;AP;9016;2303;0;0;0;0;0;0;0;0;0;0;33980;88372;0;0;0;0;0;0;0;0;0;0
Tigrinhos;SC;8660;598;0;0;69270;5011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Axixá do Tocantins;TO;8340;41128;0;0;35633;321280;0;0;71680;188048;0;0;252481;680520;0;0;0;0;0;0;0;0;0;0
São Bonifácio;SC;8206;22112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Treze de Maio;SC;7883;325964;0;0;5616;165672;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ilópolis;RS;7668;3380;0;0;47239;45541;16479;1631;0;0;0;0;0;0;0;0;3500;1000;0;0;0;0;0;0
Entre Rios do Sul;RS;7434;1100;0;0;0;0;0;0;48183;2194;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São José do Sul;RS;7000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jucás;CE;6930;31500;0;0;0;0;0;0;0;0;790;0;0;0;0;0;0;0;0;0;0;0;3350;1
Heliodora;MG;6773;631;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Salesópolis;SP;6770;177;0;0;7426;174;0;0;1900;65;0;0;0;0;0;0;7429;277;0;0;15831;390;4176;0
Terra Rica;PR;6426;3157;0;0;27532;18805;0;0;9424;4416;0;0;1056;480;0;0;1161;592;0;0;0;0;0;0
Congonhinhas;PR;6300;19596;0;0;3689795;8528266;0;0;2652664;6520141;0;0;6072690;4831034;0;0;3342772;895735;0;0;203970;1167401;0;0
Itacaré;BA;5671;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Santo Antônio da Barra;GO;5205;1576;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Brejo Alegre;SP;5161;100;0;0;16845;133;7050;300;0;0;0;0;18900502;55687020;30414;120;7177732;18250710;58642;14500;4197087;14607279;59963;14650
Peritiba;SC;5038;319;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barreira;CE;4917;862;0;0;0;0;18582;1920;0;0;0;0;0;0;0;0;0;0;30215;6800;0;0;0;0
Carangola;MG;4720;384;0;0;4624;597;0;0;1561;166;102051;39;2555;502;0;0;18006;1894;0;0;1946;135;0;0
Colorado do Oeste;RO;4685;85;0;0;7879;170;9474;234;2879;11;635;2;14413;53;7962;222;1265;4;7746;244;24268;16438;0;0
Floreal;SP;4232;3137;0;0;0;0;0;0;0;0;0;0;1183;38;0;0;0;0;0;0;0;0;0;0
Santa Mariana;PR;3797;11811;0;0;1877585;7402840;0;0;314278;751217;99498;0;566176;4372928;0;0;362678;2187573;0;0;0;0;0;0
São José do Jacuípe;BA;3761;92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São João do Manteninha;MG;3579;71;0;0;13311;192;0;0;2481;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Solonópole;CE;3450;174;0;0;15053;767;0;0;64765;4024;58908;24824;130931;8555;0;0;97320;9305;0;0;0;0;0;0
Motuca;SP;3335;1601;0;0;8324;2256;0;0;19978;5204;0;0;37337;11632;0;0;0;0;0;0;0;0;0;0
Quissamã;RJ;3210;960;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230611;128850;23040;14472;64829;26000
Itambé;PE;3111;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cruzália;SP;2990;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rancho Alegre;PR;2852;8871;0;0;667458;2311038;0;0;573559;1351765;0;0;1528303;5871440;0;0;0;0;0;0;408383;2567202;0;0
Santa Cruz da Conceição;SP;2753;481;0;0;0;0;637460;46909;0;0;78010;6410;947;6;124017;11955;0;0;3945;118;0;0;276519;36489
Santa Cecília do Pavão;PR;2744;8535;0;0;0;0;0;0;1187332;2800101;0;0;1380274;3636238;0;0;118895;717141;0;0;0;0;0;0
Imbé de Minas;MG;2730;91;0;0;0;0;0;0;0;0;0;0;166;8;0;0;0;0;0;0;0;0;0;0
Uauá;BA;2671;405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;52;0;0;0;0;0;0
Colorado;RS;2600;360;0;0;65800;6125;0;0;24000;2360;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mateiros;TO;2502;26;0;0;1056;24;0;0;0;0;0;0;0;0;0;0;391159;1090643;0;0;10706529;33990788;0;0
Seabra;BA;2334;600;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16000;0;0;0;0;0
Martinópolis;SP;2281;160;0;0;876;60;0;0;0;0;0;0;0;0;0;0;23;25;0;0;0;0;0;0
Pontalina;GO;2183;2;0;0;0;0;0;0;0;0;509;4;0;0;0;0;0;0;0;0;1527;24;0;0
Água Boa;MG;1990;44;0;0;3175;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bom Sucesso de Itararé;SP;1944;4265;0;0;1320;3060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Querência do Norte;PR;1726;7450;0;0;0;0;5431;600;0;0;0;0;0;0;0;0;0;0;131040;312000;0;0;0;0
Marilena;PR;1293;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4941;92;0;0;675;18;0;0
Tapira;MG;1254;354;0;0;7;2;825500;88948;0;0;130305;26436;0;0;19186;430;0;0;14037;307;0;0;173120;2963
São Martinho;RS;1250;1;0;0;0;0;0;0;0;0;0;0;0;0;11738;972;0;0;0;0;0;0;0;0
Serro;MG;1220;16;0;0;1246;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;72600;1
Uruana;GO;1209;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Vicente Dutra;RS;1200;300;0;0;2474;3000;0;0;11937;780;0;0;3872;308;0;0;0;0;0;0;0;0;0;0
Doutor Camargo;PR;1122;3491;0;0;688268;2754060;18589;2443;0;0;0;0;210806;1519868;0;0;0;0;0;0;0;0;0;0
Guapirama;PR;1104;3433;0;0;0;0;0;0;148699;355435;0;0;0;0;0;0;0;0;0;0;182;8;0;0
Bom Jesus do Itabapoana;RJ;1096;47;0;0;0;0;394;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;108000;0
Rio Verde de Mato Grosso;MS;1077;81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bom Jesus;SC;1052;4321;0;0;0;0;0;0;0;0;0;0;0;0;135000;1000000;0;0;1237500;7500000;0;0;0;0
Nhandeara;SP;1026;1;0;0;0;0;0;0;0;0;0;0;1527;3;0;0;0;0;0;0;0;0;0;0
Inhapim;MG;970;0;0;0;4396;0;0;0;424;0;92631;32193;397;0;0;0;0;0;0;0;0;0;0;0
Itaporanga;SP;860;1200;0;0;172;574;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Seridó;PB;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Barra do Jacaré;PR;400;1245;0;0;270290;1701971;0;0;208261;497805;0;0;1070469;2993398;0;0;426274;2572773;0;0;513838;3000613;0;0
Colinas;RS;400;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7616;255;0;0;0;0;4080;468
Santa Amélia;PR;285;887;0;0;118321;352983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cantagalo;MG;235;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Parecis;RO;210;20020;0;0;45811;3204030;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cristina;MG;162;6;0;0;0;0;0;0;16635;604;0;0;81804;2835;0;0;42709;1443;0;0;193989;6489;0;0
Rancho Alegre D'Oeste;PR;147;456;0;0;318499;1957104;0;0;0;0;0;0;0;0;0;0;810964;5005950;0;0;0;0;0;0
Taipu;RN;105;10;0;0;314;26;0;0;2616;266;0;0;1002;100;0;0;0;0;195933;1055190;0;0;0;0
Dilermando de Aguiar;RS;103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1853;19;0;0
Pinheiro Machado;RS;68;34;0;0;0;0;0;0;0;0;0;0;0;0;15197;392;0;0;3714;144;0;0;31909;1903
Paraíso;SC;64;22;0;0;0;0;8400;28000;0;0;14374;10935;0;0;32376;21859;0;0;0;0;0;0;0;0
Pedra Branca;CE;48;246;0;0;0;0;0;0;200;780;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Maxaranguape;RN;33;6;0;0;63;76;2750;52;0;0;0;0;639924;183147;0;0;0;0;51033;1124;0;0;26808;14400
Santa Bárbara do Monte Verde;MG;19;1520;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estrela do Sul;MG;13;570;0;0;4765;2435;0;0;57453;179671;0;0;26;880;0;0;0;0;0;0;0;0;0;0
Igaratinga;MG;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74152;22944;0;0;0;0
Aragoiânia;GO;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Município Não Declarado;ND;0;0;1453966757;0;0;0;1500246163;0;56057;7010;1641727739;0;48584;3955;1656758352;0;9813;2532;1724149623;0;13489;407;1652999184;0
Cachoeira Dourada;GO;0;0;43431724;0;0;0;1206228;0;0;0;135;3;0;0;0;0;0;0;0;0;0;0;0;0
Campinas do Piauí;PI;0;0;17000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mariápolis;SP;0;0;4500;0;0;0;5500;0;0;0;16513;0;0;0;7550;0;0;0;0;0;0;0;41850;450
Chalé;MG;0;0;2268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estreito;MA;0;0;1934;0;0;0;403101;2667;0;0;608043;3672;0;0;17830;18;0;0;0;0;0;0;0;0
Angelim;PE;0;0;1131;0;0;0;5132;612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Canavieiras;BA;0;0;361;0;360025;7896;0;0;0;0;521;11;0;0;0;0;0;0;0;0;0;0;0;0
Santana do Matos;RN;0;0;202;0;0;0;36295;1199;0;0;33799;1170;0;0;203295;7143;12386;62;263059;4787;0;0;639341;27324
Borá;SP;0;0;0;0;5246732;15385080;0;0;1088049;4594524;0;0;18826936;58378959;0;0;26001081;81544742;0;0;14944023;54998777;0;0
Currais;PI;0;0;0;0;5062619;14701473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedro Afonso;TO;0;0;0;0;2947186;7564104;0;0;123784823;314536217;0;0;114597158;311264435;0;0;135555456;335221546;0;0;134468982;360502122;17288793;28399199
Jataizinho;PR;0;0;0;0;2696188;1177400;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iúna;ES;0;0;0;0;906690;509600;0;0;2433349;1058400;0;0;4436000;1526400;0;0;8334545;3679200;0;0;24065258;11927000;0;0
Araguacema;TO;0;0;0;0;688754;1783039;0;0;2508841;6692967;0;0;6913608;19433613;0;0;928635;3988259;0;0;0;0;0;0
Monções;SP;0;0;0;0;611809;2243852;1000000;2172;1276216;2767;1515005;3162;0;0;2258305;4946;1515300;5000000;1399865;2712;3694388;10990978;0;0
Terenos;MS;0;0;0;0;418718;34160;0;0;0;0;366829;58200;153628;37616;0;0;151271;37500;329081;49724;18475;131578;0;0
Santa Fé;PR;0;0;0;0;308178;101683;0;0;0;0;0;0;13116;27075;0;0;0;0;0;0;0;0;0;0
Capivari do Sul;RS;0;0;0;0;223968;627620;0;0;172282;893511;0;0;217985;695430;16804;535;668693;2416520;50452;108052;1484038;5532840;0;0
Esplanada;BA;0;0;0;0;183340;36179;78335;1287;9231;350;350939;9754;0;0;380582;21751;0;0;230016;24661;0;0;126772;7437
Caseara;TO;0;0;0;0;167436;124506;0;0;240710;135634;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Senador José Porfírio;PA;0;0;0;0;123058;179070;0;0;171851;146126;0;0;335986;307217;0;0;165477;166174;0;0;160089;162824;0;0
Caracaraí;RR;0;0;0;0;122114;252000;0;0;0;0;0;0;86746;71486;0;0;154415;154264;0;0;323486;293055;0;0
Botumirim;MG;0;0;0;0;111798;175660;0;0;54398;85520;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japaraíba;MG;0;0;0;0;109269;23727;0;0;193010;44961;0;0;172051;28604;0;0;182318;60713;0;0;49816;32275;0;0
Santo Antônio do Jardim;SP;0;0;0;0;87674;34710;0;0;185891;48066;0;0;146288;53520;0;0;110;10;0;0;0;0;0;0
Santa Terezinha de Goiás;GO;0;0;0;0;85829;87;0;0;0;0;0;0;15274;155;0;0;0;0;0;0;0;0;0;0
Magda;SP;0;0;0;0;76558;21337;0;0;1728;68;0;0;198420;48060;0;0;0;0;0;0;0;0;0;0
Maracaçumé;MA;0;0;0;0;68794;17645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Serrania;MG;0;0;0;0;64960;19200;0;0;0;0;0;0;0;0;0;0;12867;46920;0;0;127096;469360;0;0
Piacatu;SP;0;0;0;0;57679;4639;0;0;19841;185;0;0;53337;687;0;0;101104;1466;0;0;0;0;0;0
Serra do Navio;AP;0;0;0;0;55228;159370;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Água Fria de Goiás;GO;0;0;0;0;45000;30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Murici;AL;0;0;0;0;43241;42260;503640;308508;46780;32200;478273;224443;0;0;596354;337010;21091;22100;297701;187643;50400;72000;582660;340700
São José dos Ausentes;RS;0;0;0;0;42633;72841;0;0;434086;1813343;20687;3940;364920;2393970;107205;13400;0;0;4695626;1108231;0;0;542343;433900
Pouso Novo;RS;0;0;0;0;36534;183674;0;0;36370;178390;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pavão;MG;0;0;0;0;34584;353580;0;0;0;0;0;0;64924;517100;0;0;0;0;0;0;215836;1307420;0;0
Muritiba;BA;0;0;0;0;34279;220;372;26;19068;435;148603;17085;0;0;116497;19756;0;0;66728;12383;0;0;251708;32642
Santa Luzia;BA;0;0;0;0;32015;1500;725;407;9286;500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boa Esperança do Iguaçu;PR;0;0;0;0;31930;6700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Padre Paraíso;MG;0;0;0;0;30688;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20869;56090;0;0
Itaguara;MG;0;0;0;0;29693;23313;0;0;0;0;0;0;0;0;1232;50;0;0;0;0;0;0;27077;1090
Manoel Vitorino;BA;0;0;0;0;29690;182;0;0;12765;84;0;0;20585;429;0;0;0;0;0;0;0;0;0;0
Vitor Meireles;SC;0;0;0;0;29574;51684;0;0;254374;474544;0;0;82496;148372;0;0;38832;65420;0;0;0;0;0;0
Tiradentes;MG;0;0;0;0;27564;68;4780;40;0;0;2722;1560;487;4;0;0;0;0;0;0;0;0;0;0
São Sebastião da Lagoa de Roça;PB;0;0;0;0;26772;8060;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São Luíz do Norte;GO;0;0;0;0;24510;15180;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Taquarivaí;SP;0;0;0;0;19440;16080;32922;86400;0;0;0;0;0;0;26250;25000;0;0;15000;25000;0;0;0;0
Monte Alegre dos Campos;RS;0;0;0;0;18698;21168;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Auriflama;SP;0;0;0;0;18246;15390;0;0;0;0;0;0;23129;7314;0;0;11754;900;4261;80;1093;10;42662;6287
São Valério da Natividade;TO;0;0;0;0;16872;49350;0;0;1556041;4106677;0;0;257203;1699704;0;0;0;0;0;0;0;0;0;0
Saldanha Marinho;RS;0;0;0;0;16560;3303;0;0;68230;13758;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Águas Vermelhas;MG;0;0;0;0;15602;20753;0;0;48569;62893;0;0;190383;246564;0;0;174845;392807;0;0;0;0;0;0
Santa Helena;SC;0;0;0;0;15113;709;0;0;2322;333;85655;3300;0;0;0;0;0;0;0;0;0;0;88898;5045
Diamante D'Oeste;PR;0;0;0;0;13123;30000;0;0;0;0;0;0;217660;382000;0;0;0;0;0;0;0;0;0;0
Arataca;BA;0;0;0;0;12960;1620;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iconha;ES;0;0;0;0;12612;51970;0;0;30686;112020;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aurelino Leal;BA;0;0;0;0;11751;3120;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coreaú;CE;0;0;0;0;11714;18850;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Modelo;SC;0;0;0;0;10615;3453;203536;10160;68860;74869;0;0;124266;165907;113814;6055;114392;163749;0;0;22687;26708;0;0
Santa Lúcia;PR;0;0;0;0;10247;4600;0;0;18256;8750;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Claro dos Poções;MG;0;0;0;0;10000;2500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Fronteiras;PI;0;0;0;0;9760;28370;0;0;46498;125740;0;0;0;0;167;6;0;0;660;91;0;0;0;0
Nazaré;BA;0;0;0;0;8922;5711;2562;1540;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Saudade do Iguaçu;PR;0;0;0;0;7985;3219;31518;1794;0;0;31553;1794;0;0;1050;57;0;0;44085;300;0;0;0;0
Turuçu;RS;0;0;0;0;7544;1791;0;0;78605;27600;0;0;216107;75520;0;0;8082;1980;77649;11662;0;0;248399;19321
Águas Lindas de Goiás;GO;0;0;0;0;5760;58;1364;3;5760;58;0;0;6038;61;0;0;1726;56;0;0;104208;1231;17245;25330
Iepê;SP;0;0;0;0;5496;42344;0;0;0;0;0;0;0;0;0;0;1749073;6394292;0;0;495313;3050460;0;0
Faria Lemos;MG;0;0;0;0;5141;1404;4187;155;0;0;0;0;0;0;0;0;0;0;28672;18214;0;0;20461;13679
Tocantins;MG;0;0;0;0;4854;51093;25621;7236;11233;26085;20992;8223;7337;112;66142;23664;26858;63793;260024;86770;54620;135033;347056;124877
Cocalzinho de Goiás;GO;0;0;0;0;4831;115;0;0;0;0;5377;5;0;0;0;0;0;0;0;0;0;0;0;0
Murutinga do Sul;SP;0;0;0;0;4811;683;0;0;5102;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silveiras;SP;0;0;0;0;4344;32;0;0;0;0;0;0;1200;16;0;0;70;1;0;0;0;0;0;0
Monte Alegre de Minas;MG;0;0;0;0;2564;1008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tucunduva;RS;0;0;0;0;1754;867;0;0;22495;11208;0;0;0;0;0;0;0;0;8599292;39942619;0;0;0;0
Mantenópolis;ES;0;0;0;0;1674;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Areado;MG;0;0;0;0;1355;9;0;0;5;17;0;0;988459;257400;0;0;2890408;721775;0;0;3812071;952800;0;0
Iguape;SP;0;0;0;0;1333;85;0;0;0;0;0;0;0;0;0;0;922;38;0;0;6435;73;0;0
São Domingos;GO;0;0;0;0;1301;32;0;0;0;0;0;0;4698;56;0;0;6156;105;0;0;6162;106;0;0
Dianópolis;TO;0;0;0;0;1216;16;0;0;2894;25;0;0;851;14;0;0;1125;11;0;0;0;0;0;0
Barra do Corda;MA;0;0;0;0;1183;18;0;0;0;0;0;0;787200;33600;0;0;3469580;243077;188396;5000;4701896;242480;377568;89527
Pacoti;CE;0;0;0;0;1105;148;0;0;0;0;0;0;0;0;0;0;306;44;0;0;0;0;0;0
Poção;PE;0;0;0;0;1104;82;0;0;0;0;0;0;973;2;0;0;4422;9;0;0;0;0;0;0
São Tomé;PR;0;0;0;0;729;52;0;0;0;0;0;0;0;0;0;0;93294;155500;112392;93200;351703;415250;22517;20000
São Lourenço;MG;0;0;0;0;363;21;213526;6307;0;0;428297;58221;1000;16;1006351;60691;0;0;263175;21481;0;0;913795;144537
Grossos;RN;0;0;0;0;320;64;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Peixoto de Azevedo;MT;0;0;0;0;250;43;0;0;78180;3;0;0;0;0;0;0;0;0;2910812;19367358;0;0;1986381;18000052
Mar de Espanha;MG;0;0;0;0;250;13;3637;1123;0;0;8522;105;132;66;0;0;31622;0;0;0;1048;0;0;0
Lavrinhas;SP;0;0;0;0;233;77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dom Viçoso;MG;0;0;0;0;195;8;0;0;2145;191;0;0;3819;285;0;0;7540;614;0;0;6438;455;0;0
Morada Nova de Minas;MG;0;0;0;0;171;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mara Rosa;GO;0;0;0;0;110;450;0;0;52;400;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Turmalina;MG;0;0;0;0;92;486;16763;1029;0;0;0;0;0;0;19947;2816;0;0;0;0;0;0;0;0
Extremoz;RN;0;0;0;0;85;33;0;0;0;0;2950;85;0;0;0;0;0;0;30214;1550;0;0;0;0
Aperibé;RJ;0;0;0;0;84;0;18179;10156;0;0;0;0;560;7;0;0;1742;19;0;0;586;7;0;0
Independência;CE;0;0;0;0;1;3;0;0;1;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São Brás do Suaçuí;MG;0;0;0;0;0;0;16661180;1197300;0;0;64443;321;0;0;51043;300;0;0;20924;78;0;0;150405;739
Urucânia;MG;0;0;0;0;0;0;1115498;23455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Formoso do Araguaia;TO;0;0;0;0;0;0;860000;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porto Murtinho;MS;0;0;0;0;0;0;767091;65326;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Paranatama;PE;0;0;0;0;0;0;176925;3236;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sapucaia;RJ;0;0;0;0;0;0;151384;799;0;0;26146;964;0;0;15475971;751752;0;0;35893;444;0;0;14466;56
Buriti Alegre;GO;0;0;0;0;0;0;136465;1396;0;0;0;0;0;0;0;0;0;0;363094;3115;0;0;1298685;52242
Pindoretama;CE;0;0;0;0;0;0;135829;55000;0;0;52181;5000;0;0;0;0;0;0;0;0;41401;11770;0;0
Piratuba;SC;0;0;0;0;0;0;120372;1190;2316;0;36052;108;0;0;0;0;0;0;240000;1064;0;0;262;0
João Alfredo;PE;0;0;0;0;0;0;109327;8139;0;0;466747;22875;0;0;322352;27495;0;0;65364;3850;0;0;0;0
Arcoverde;PE;0;0;0;0;0;0;105638;22700;0;0;108031;22896;0;0;100932;21376;0;0;104071;22172;0;0;0;0
