nomeLocalidade;SIGLA_UF;Exportação_2020_Valor US$ FOB;Exportação_2020_Quilograma Líquido;Importação_2020_Valor US$ FOB;Importação_2020_Quilograma Líquido;Exportação_2019_Valor US$ FOB;Exportação_2019_Quilograma Líquido;Importação_2019_Valor US$ FOB;Importação_2019_Quilograma Líquido;Exportação_2018_Valor US$ FOB;Exportação_2018_Quilograma Líquido;Importação_2018_Valor US$ FOB;Importação_2018_Quilograma Líquido;Exportação_2017_Valor US$ FOB;Exportação_2017_Quilograma Líquido;Importação_2017_Valor US$ FOB;Importação_2017_Quilograma Líquido;Exportação_2016_Valor US$ FOB;Exportação_2016_Quilograma Líquido;Importação_2016_Valor US$ FOB;Importação_2016_Quilograma Líquido;Exportação_2015_Valor US$ FOB;Exportação_2015_Quilograma Líquido;Importação_2015_Valor US$ FOB;Importação_2015_Quilograma Líquido
Constantina;RS;0;0;0;0;0;0;78386;80961;24298;2945;89828;20160;612;27;60832;11914;126;10;29161;5278;0;0;16095;1517
Medicilândia;PA;0;0;0;0;0;0;76304;9130;176373;24000;0;0;0;0;0;0;2638;300;0;0;0;0;0;0
Rio Tinto;PB;0;0;0;0;0;0;70939;24000;0;0;138842;48000;818;29;140288;48000;0;0;104595;36000;0;0;157183;48000
Almas;TO;0;0;0;0;0;0;65805;23000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São Miguel do Araguaia;GO;0;0;0;0;0;0;64420;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Américo de Campos;SP;0;0;0;0;0;0;59637;17640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bofete;SP;0;0;0;0;0;0;56282;1872;0;0;0;0;0;0;540;65;0;0;0;0;0;0;0;0
Espumoso;RS;0;0;0;0;0;0;55253;6700;6460;850;0;0;0;0;0;0;0;0;1282;540;0;0;45167;6062
Acopiara;CE;0;0;0;0;0;0;52182;138694;0;0;33381;25513;0;0;95845;317281;0;0;63761;68025;0;0;80098;51062
Pindaí;BA;0;0;0;0;0;0;50648;1596;0;0;180547;9735;0;0;169885;6684;0;0;8410;439;0;0;0;0
Santa Clara d'Oeste;SP;0;0;0;0;0;0;48942;20640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boa Vista da Aparecida;PR;0;0;0;0;0;0;44948;13206;0;0;0;0;0;0;51611;17234;0;0;0;0;0;0;0;0
Trizidela do Vale;MA;0;0;0;0;0;0;44206;3116;0;0;16504;46;0;0;147352;22404;0;0;126181;16920;0;0;0;0
General Carneiro;PR;0;0;0;0;0;0;41494;7350;0;0;0;0;337474;576000;0;0;1996421;3502687;0;0;949000;1679700;0;0
Santa Cruz de Monte Castelo;PR;0;0;0;0;0;0;41053;3639;0;0;100911;11196;0;0;152119;15613;0;0;93148;11818;0;0;223629;28067
Bonito;MS;0;0;0;0;0;0;38778;2262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pedreiras;MA;0;0;0;0;0;0;37521;26248;0;0;55662;42099;0;0;0;0;0;0;0;0;0;0;0;0
Jacinto;MG;0;0;0;0;0;0;34676;12202;0;0;0;0;91175;314790;0;0;64662;179040;0;0;0;0;0;0
Lagoa Nova;RN;0;0;0;0;0;0;33839;922;0;0;17505;380;0;0;137600;1606;0;0;777991;86022;0;0;728130;13443
Embaúba;SP;0;0;0;0;0;0;33232;124000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;68400;180000
Marumbi;PR;0;0;0;0;0;0;32572;1155;0;0;0;0;0;0;0;0;0;0;45003;1155;0;0;0;0
Livramento;PB;0;0;0;0;0;0;32435;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Japorã;MS;0;0;0;0;0;0;32000;8880;0;0;48239;6539;0;0;0;0;0;0;0;0;0;0;0;0
Descanso;SC;0;0;0;0;0;0;30432;3000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Laje do Muriaé;RJ;0;0;0;0;0;0;28045;18100;0;0;43429;32176;0;0;0;0;29017;1766;0;0;0;0;0;0
Lajedo;PE;0;0;0;0;0;0;27913;22700;0;0;0;0;0;0;0;0;0;0;102627;20000;0;0;808146;160000
Barcelos;AM;0;0;0;0;0;0;26427;5945;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40083;9850
Mendes;RJ;0;0;0;0;0;0;25659;13950;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42450;1810
Porto de Pedras;AL;0;0;0;0;0;0;24044;26132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cerro Azul;PR;0;0;0;0;0;0;23418;306;0;0;15997;205;0;0;12041;200;0;0;66662;2206;0;0;87385;19517
Missão Velha;CE;0;0;0;0;0;0;22785;9999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arenápolis;MT;0;0;0;0;0;0;22226;9388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feira da Mata;BA;0;0;0;0;0;0;21483;3102;23616;5000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itaúna do Sul;PR;0;0;0;0;0;0;20261;7130;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trajano de Moreis;RJ;0;0;0;0;0;0;18332;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Irineópolis;SC;0;0;0;0;0;0;15388;1574;0;0;1753;174;0;0;10703;414;99582;56100;0;0;100064;55602;0;0
São José do Vale do Rio Preto;RJ;0;0;0;0;0;0;15294;26500;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cerro Branco;RS;0;0;0;0;0;0;14752;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacabal;MA;0;0;0;0;0;0;14501;11863;0;0;58366;14215;0;0;253307;94509;0;0;420207;383602;0;0;736987;538655
Almenara;MG;0;0;0;0;0;0;13800;128;0;0;0;0;95330;659950;0;0;134925;1047937;0;0;96833;1155630;27252;160
Iretama;PR;0;0;0;0;0;0;13107;754;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Carbonita;MG;0;0;0;0;0;0;11835;326;0;0;94565;67614;0;0;0;0;0;0;0;0;0;0;0;0
Guaraçaí;SP;0;0;0;0;0;0;11250;127;0;0;42948;7753;0;0;0;0;0;0;0;0;0;0;0;0
Novo Oriente;CE;0;0;0;0;0;0;10914;264;0;0;7813;345;0;0;0;0;0;0;0;0;0;0;0;0
Nova Independência;SP;0;0;0;0;0;0;10292;450;0;0;52500;450;0;0;3277146;5920397;0;0;0;0;0;0;0;0
Guaraciaba do Norte;CE;0;0;0;0;0;0;10008;6321;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Guareí;SP;0;0;0;0;0;0;9946;1087;0;0;4065;345;0;0;171168;7524;0;0;2820;1235;0;0;100444;78131
Quarto Centenário;PR;0;0;0;0;0;0;9347;151;0;0;4455;70;0;0;0;0;0;0;0;0;0;0;0;0
Itaju;SP;0;0;0;0;0;0;9009;160;0;0;0;0;3200;540;0;0;0;0;0;0;0;0;20;4
Igaraçu do Tietê;SP;0;0;0;0;0;0;8719;1811;0;0;47175;474;0;0;12006;1380;0;0;0;0;0;0;3829;63
Gentio do Ouro;BA;0;0;0;0;0;0;8289;501;0;0;4065;355;0;0;41033;1439;0;0;2413649;336936;0;0;35357;1158
Itobi;SP;0;0;0;0;0;0;8263;448;0;0;12950;750;0;0;0;0;0;0;0;0;0;0;0;0
Madre de Deus de Minas;MG;0;0;0;0;0;0;7703;83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Boa Ventura de São Roque;PR;0;0;0;0;0;0;7505;115;0;0;47107;2600;0;0;20602;1270;0;0;230;50;0;0;50360;1800
Santa Rita de Minas;MG;0;0;0;0;0;0;7350;1136;0;0;9394;837;0;0;0;0;0;0;0;0;0;0;2200;155
Peritoró;MA;0;0;0;0;0;0;6979;59;0;0;0;0;0;0;1594;141;0;0;0;0;0;0;0;0
Jupi;PE;0;0;0;0;0;0;6250;16000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pirajuí;SP;0;0;0;0;0;0;6230;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
São João Nepomuceno;MG;0;0;0;0;0;0;5988;526;0;0;126992;3586;0;0;5981;526;5406;238;0;0;18022;170;0;0
Chapada Gaúcha;MG;0;0;0;0;0;0;5299;1665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Quartel Geral;MG;0;0;0;0;0;0;5290;157;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Aiuruoca;MG;0;0;0;0;0;0;5148;435;0;0;0;0;0;0;0;0;0;0;7993;624;0;0;0;0
Amaralina;GO;0;0;0;0;0;0;4804;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Várzea Nova;BA;0;0;0;0;0;0;4738;183;0;0;0;0;0;0;37541;1612;0;0;0;0;0;0;0;0
Tabapuã;SP;0;0;0;0;0;0;4633;356;667372;47383;0;0;82870;5755;24557;9419;24150;2660;0;0;0;0;0;0
Santa Vitória;MG;0;0;0;0;0;0;4005;1;0;0;1727;144;59033;251270;0;0;817403;1485000;0;0;0;0;0;0
Tapiratiba;SP;0;0;0;0;0;0;3650;390;0;0;0;0;0;0;3200;40;0;0;9600;120;1020160;1875030;748280;19211
Barra Funda;RS;0;0;0;0;0;0;3550;500;0;0;55232;2841;0;0;32208;1705;22880;24950;31304;20376;0;0;179543;76810
Curral Novo do Piauí;PI;0;0;0;0;0;0;3481;161;0;0;25948;305;0;0;77845;3193;0;0;0;0;0;0;0;0
Raul Soares;MG;0;0;0;0;0;0;2674;290;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Itambacuri;MG;0;0;0;0;0;0;2449;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rio do Oeste;SC;0;0;0;0;0;0;2225;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;235078;261674
Prado;BA;0;0;0;0;0;0;2114;54;0;0;0;0;0;0;0;0;0;0;0;0;2817;76;0;0
Miguelópolis;SP;0;0;0;0;0;0;1998;4;0;0;305;29;1264751;3539800;0;0;0;0;0;0;0;0;0;0
Jardim de Angicos;RN;0;0;0;0;0;0;1863;11;0;0;121354;12224;0;0;21940;1388;0;0;0;0;0;0;0;0
Divina Pastora;SE;0;0;0;0;0;0;1660;7;0;0;1803;9;0;0;18653;94;0;0;168766;4284;0;0;0;0
Vale de São Domingos;MT;0;0;0;0;0;0;1653;46000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Silva Jardim;RJ;0;0;0;0;0;0;1580;6;2178;1;0;0;0;0;0;0;97;13;0;0;0;0;0;0
Jacundá;PA;0;0;0;0;0;0;1557;28;0;0;12857;0;0;0;0;0;0;0;0;0;6808;17020;0;0
Cardoso;SP;0;0;0;0;0;0;1487;76;18000;6000;0;0;0;0;33000;948;0;0;0;0;0;0;0;0
Tamandaré;PE;0;0;0;0;0;0;1268;1337;0;0;0;0;0;0;0;0;0;0;0;0;843856;1951745;6164193;10456234
Cantagalo;PR;0;0;0;0;0;0;1176;3;0;0;0;0;0;0;14269;31020;0;0;1037;40;0;0;0;0
Araças;BA;0;0;0;0;0;0;1060;6;0;0;1996470;156324;0;0;0;0;0;0;24328;1114;0;0;44504;2186
São Jorge;RS;0;0;0;0;0;0;1007;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dom Feliciano;RS;0;0;0;0;0;0;942;845;0;0;4195;199;0;0;0;0;0;0;0;0;0;0;0;0
Castanheira;MT;0;0;0;0;0;0;910;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Penedo;AL;0;0;0;0;0;0;839;20;0;0;0;0;0;0;0;0;0;0;0;0;544835;97480;0;0
Batalha;PI;0;0;0;0;0;0;802;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cambuci;RJ;0;0;0;0;0;0;771;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
União dos Palmares;AL;0;0;0;0;0;0;704;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Treviso;SC;0;0;0;0;0;0;660;1;0;0;18675;11250;0;0;0;0;0;0;0;0;0;0;0;0
Jaboticatubas;MG;0;0;0;0;0;0;563;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Feira Grande;AL;0;0;0;0;0;0;512;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Umarizal;RN;0;0;0;0;0;0;441;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chapada;RS;0;0;0;0;0;0;356;1;0;0;552;1;0;0;0;0;0;0;32869;14;84919;3542;0;0
Tanhaçu;BA;0;0;0;0;0;0;334;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tomazina;PR;0;0;0;0;0;0;321;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Porangaba;SP;0;0;0;0;0;0;315;27;0;0;42259;52000;0;0;0;0;0;0;0;0;0;0;0;0
Bom Conselho;PE;0;0;0;0;0;0;307;3;0;0;69664;523;0;0;42832;865;0;0;240039;7434;0;0;82170;0
Paudalho;PE;0;0;0;0;0;0;289;20;0;0;45669;4070;0;0;26481;1562;0;0;13255;755;0;0;5278;137
Palestina do Pará;PA;0;0;0;0;0;0;280;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iporã;PR;0;0;0;0;0;0;270;8;0;0;0;0;1303214;472045;0;0;9193625;4121594;0;0;29378559;9980058;42532;68388
Solânea;PB;0;0;0;0;0;0;257;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Palmeira dos Índios;AL;0;0;0;0;0;0;214;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;290;162
Girau do Ponciano;AL;0;0;0;0;0;0;207;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Catende;PE;0;0;0;0;0;0;198;2;0;0;0;0;0;0;0;0;0;0;60660;2;0;0;0;0
Capetinga;MG;0;0;0;0;0;0;93;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sabino;SP;0;0;0;0;0;0;0;0;13701446;5171040;0;0;13804618;5112430;0;0;0;0;0;0;0;0;0;0
Calçoene;AP;0;0;0;0;0;0;0;0;7138275;311;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cumaru do Norte;PA;0;0;0;0;0;0;0;0;3484993;13972683;0;0;11302;36224;0;0;0;0;0;0;0;0;0;0
Alto Jequitibá;MG;0;0;0;0;0;0;0;0;2523188;1001585;0;0;23513865;8417679;0;0;55737248;22678755;0;0;18683922;7733169;0;0
Taiaçu;SP;0;0;0;0;0;0;0;0;1225008;764088;0;0;158280;81988;0;0;628097;438368;0;0;1869196;1190566;0;0
Água Santa;RS;0;0;0;0;0;0;0;0;1214790;3000000;0;0;1180350;3000000;0;0;1211220;3000000;0;0;1176210;3000000;0;0
Inhambupe;BA;0;0;0;0;0;0;0;0;1198812;1037842;0;0;2479706;4036410;0;0;385712;1396624;0;0;1323700;5328584;0;0
Sabinópolis;MG;0;0;0;0;0;0;0;0;968775;13684540;0;0;112165;1042456;0;0;0;0;0;0;0;0;0;0
Fortaleza do Tabocão;TO;0;0;0;0;0;0;0;0;681532;1731119;0;0;13562584;35292783;0;0;14905403;38474914;0;0;0;0;0;0
Iporá;GO;0;0;0;0;0;0;0;0;471920;135894;0;0;179298;99097;0;0;0;0;0;0;0;0;0;0
Santa Maria das Barreiras;PA;0;0;0;0;0;0;0;0;451222;3710500;112394;29877;1300588;9196627;0;0;327909;1258340;0;0;473630;2682048;0;0
São Domingos;BA;0;0;0;0;0;0;0;0;383378;263961;0;0;202961;148959;0;0;0;0;0;0;0;0;0;0
Tremedal;BA;0;0;0;0;0;0;0;0;378543;1401920;0;0;0;0;0;0;0;0;0;0;113563;303340;0;0
Pindorama do Tocantins;TO;0;0;0;0;0;0;0;0;296992;400;0;0;0;0;0;0;107;1;0;0;16503;1525;0;0
Aurora do Pará;PA;0;0;0;0;0;0;0;0;282791;969400;0;0;63302;235800;0;0;0;0;0;0;0;0;0;0
Tanque Novo;BA;0;0;0;0;0;0;0;0;249261;383640;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ribeiro Gonçalves;PI;0;0;0;0;0;0;0;0;209220;550000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nioaque;MS;0;0;0;0;0;0;0;0;161693;53952;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Santa Cruz da Baixa Verde;PE;0;0;0;0;0;0;0;0;146079;157500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jari;RS;0;0;0;0;0;0;0;0;104007;300000;14888;0;0;0;0;0;0;0;0;0;0;0;0;0
Paula Freitas;PR;0;0;0;0;0;0;0;0;86240;62500;0;0;953425;695400;0;0;1045932;782900;0;0;2044908;2996585;0;0
Chaves;PA;0;0;0;0;0;0;0;0;85120;17424;0;0;0;0;0;0;82800;17280;0;0;175500;34560;0;0
Buíque;PE;0;0;0;0;0;0;0;0;76380;4900;12369;5533;414173;18040;12924;1153;265384;12140;4810;600;229422;9380;5042;900
Nova Belém;MG;0;0;0;0;0;0;0;0;74724;194588;0;0;103821;226402;0;0;21508;46680;0;0;184013;305201;0;0
Marilac;MG;0;0;0;0;0;0;0;0;73591;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Potiraguá;BA;0;0;0;0;0;0;0;0;67210;359220;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cruzília;MG;0;0;0;0;0;0;0;0;59933;240745;0;0;165099;912820;0;0;650682;3980410;0;0;563059;2507352;16443;6720
Laguna Carapã;MS;0;0;0;0;0;0;0;0;54500;18060;0;0;310676;2152783;0;0;802992;4956740;0;0;0;0;0;0
Gouvelândia;GO;0;0;0;0;0;0;0;0;44850;39000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ubatã;BA;0;0;0;0;0;0;0;0;44555;27542;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Santa Luzia do Paruá;MA;0;0;0;0;0;0;0;0;39768;24500;0;0;84288;49000;0;0;123978;74500;0;0;176899;98398;0;0
Macarani;BA;0;0;0;0;0;0;0;0;27823;92010;0;0;33002;108280;0;0;0;0;12088;84;0;0;0;0
São Pedro do Sul;RS;0;0;0;0;0;0;0;0;22122;12150;0;0;35942;19610;0;0;0;0;0;0;10662;4800;0;0
Itapirapuã Paulista;SP;0;0;0;0;0;0;0;0;20808;21106;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Piripá;BA;0;0;0;0;0;0;0;0;16492;31570;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Dona Eusébia;MG;0;0;0;0;0;0;0;0;13773;12500;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Chapada dos Guimarães;MT;0;0;0;0;0;0;0;0;12007;386;0;0;0;0;0;0;0;0;4180;1;0;0;0;0
Adustina;BA;0;0;0;0;0;0;0;0;11014;31490;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Trindade;PE;0;0;0;0;0;0;0;0;10000;1454;0;0;12012;251000;5904;3000;15700;320000;0;0;1344;32000;0;0
Tenente Portela;RS;0;0;0;0;0;0;0;0;9229;11424;3636;553;10000;10000;0;0;22172;25600;0;0;19297;40350;0;0
Jangada;MT;0;0;0;0;0;0;0;0;9100;43670;0;0;106978;505285;0;0;0;0;278;15;0;0;2689;16
Entre Rios;BA;0;0;0;0;0;0;0;0;8123;203;0;0;10860;138;1421639;85149;3154;71;0;0;63141;13515;139796;9662
Jateí;MS;0;0;0;0;0;0;0;0;7093;16200;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Amaporã;PR;0;0;0;0;0;0;0;0;6850;580;0;0;0;0;0;0;702312;1510700;0;0;1877606;4357200;0;0
Carnaúba dos Dantas;RN;0;0;0;0;0;0;0;0;3312;50008;0;0;97205;1;0;0;0;0;0;0;0;0;0;0
Riacho de Santana;BA;0;0;0;0;0;0;0;0;3209;8375;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Coqueiral;MG;0;0;0;0;0;0;0;0;2653;224;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Garruchos;RS;0;0;0;0;0;0;0;0;2500;790;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Joanópolis;SP;0;0;0;0;0;0;0;0;2000;17000;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Britânia;GO;0;0;0;0;0;0;0;0;1268;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bonfinópolis;GO;0;0;0;0;0;0;0;0;145;0;0;0;0;0;0;0;0;0;80079;100;0;0;0;0
Bonito;PA;0;0;0;0;0;0;0;0;15;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Portel;PA;0;0;0;0;0;0;0;0;1;13;0;0;151224;58971;0;0;17280;4608;0;0;0;0;0;0
Avaí;SP;0;0;0;0;0;0;0;0;0;0;478000;13010;0;0;0;0;0;0;0;0;0;0;0;0
Exu;PE;0;0;0;0;0;0;0;0;0;0;314845;0;0;0;0;0;0;0;0;0;0;0;0;0
Indianópolis;PR;0;0;0;0;0;0;0;0;0;0;213632;130000;0;0;557172;707630;0;0;6063259;32674181;0;0;1595964;2260000
Arroio do Tigre;RS;0;0;0;0;0;0;0;0;0;0;172194;3;0;0;0;0;0;0;0;0;0;0;0;0
Praia Grande;SC;0;0;0;0;0;0;0;0;0;0;147061;9107;0;0;0;0;0;0;0;0;0;0;0;0
Itatinga;SP;0;0;0;0;0;0;0;0;0;0;126537;3196;0;0;0;0;0;0;0;0;0;0;0;0
Ribeirão Branco;SP;0;0;0;0;0;0;0;0;0;0;114724;2662;0;0;0;0;0;0;0;0;0;0;0;0
Orobó;PE;0;0;0;0;0;0;0;0;0;0;102814;40600;0;0;0;0;0;0;0;0;0;0;0;0
Boa Esperança;PR;0;0;0;0;0;0;0;0;0;0;100347;2660;0;0;0;0;0;0;0;0;0;0;0;0
Palmitinho;RS;0;0;0;0;0;0;0;0;0;0;90350;7550;0;0;4856;120;0;0;7936;2950;11465;815;112420;14200
Colônia Leopoldina;AL;0;0;0;0;0;0;0;0;0;0;89071;96876;0;0;0;0;0;0;0;0;0;0;0;0
Reduto;MG;0;0;0;0;0;0;0;0;0;0;83249;108958;0;0;54213;69604;0;0;40931;16837;0;0;123896;79347
Faina;GO;0;0;0;0;0;0;0;0;0;0;81247;8670;0;0;549990;10287;529705;13;344850;50638;0;0;0;0
Bannach;PA;0;0;0;0;0;0;0;0;0;0;69268;760;0;0;0;0;0;0;0;0;0;0;0;0
Marabá Paulista;SP;0;0;0;0;0;0;0;0;0;0;50613;14301;0;0;0;0;0;0;52242;17053;0;0;4160;1020
Pombal;PB;0;0;0;0;0;0;0;0;0;0;46045;7730;0;0;61289;0;0;0;0;0;0;0;0;0
Poções;BA;0;0;0;0;0;0;0;0;0;0;44847;8622;0;0;0;0;0;0;0;0;0;0;0;0
Araci;BA;0;0;0;0;0;0;0;0;0;0;44441;26568;0;0;5280;780;0;0;0;0;0;0;0;0
Patos;PB;0;0;0;0;0;0;0;0;0;0;38618;13643;0;0;0;0;0;0;0;0;0;0;59871;0
Floraí;PR;0;0;0;0;0;0;0;0;0;0;32117;7986;0;0;0;0;0;0;0;0;0;0;0;0
Leopoldo de Bulhões;GO;0;0;0;0;0;0;0;0;0;0;25959;70;0;0;0;0;0;0;0;0;0;0;0;0
Bueno Brandão;MG;0;0;0;0;0;0;0;0;0;0;24968;1;0;0;0;0;0;0;0;0;0;0;0;0
Pedra Preta;RN;0;0;0;0;0;0;0;0;0;0;24299;1993;0;0;274041;5816;0;0;0;0;0;0;0;0
Teixeira;PB;0;0;0;0;0;0;0;0;0;0;22682;0;0;0;0;0;0;0;0;0;0;0;0;0
Presidente Kennedy;ES;0;0;0;0;0;0;0;0;0;0;22250;2;0;0;0;0;0;0;0;0;0;0;0;0
Arandu;SP;0;0;0;0;0;0;0;0;0;0;20128;6776;0;0;0;0;0;0;0;0;0;0;0;0
Icaraíma;PR;0;0;0;0;0;0;0;0;0;0;19670;5020;0;0;22620;4996;0;0;39476;9386;0;0;39342;8924
Itati;RS;0;0;0;0;0;0;0;0;0;0;19543;877;0;0;0;0;0;0;0;0;0;0;0;0
Padre Bernardo;GO;0;0;0;0;0;0;0;0;0;0;19432;1;0;0;0;0;0;0;0;0;0;0;0;0
Itapuranga;GO;0;0;0;0;0;0;0;0;0;0;18291;14524;0;0;49147;20499;1593;44;134906;37594;358;9;255074;94344
Recreio;MG;0;0;0;0;0;0;0;0;0;0;17976;42;0;0;5251;35;0;0;20832;90;0;0;6194;20
São Miguel das Missões;RS;0;0;0;0;0;0;0;0;0;0;17323;24993;0;0;0;0;40310;290000;0;0;0;0;0;0
Conceição de Macabu;RJ;0;0;0;0;0;0;0;0;0;0;16169;9054;0;0;112186;24048;0;0;175935;56208;0;0;69068;24205
Paulo de Faria;SP;0;0;0;0;0;0;0;0;0;0;15085;77;0;0;0;0;0;0;1175560;1050;0;0;0;0
Serrita;PE;0;0;0;0;0;0;0;0;0;0;14612;1;0;0;0;0;0;0;0;0;0;0;0;0
Jupiá;SC;0;0;0;0;0;0;0;0;0;0;13169;45;0;0;0;0;0;0;0;0;0;0;0;0
Adolfo;SP;0;0;0;0;0;0;0;0;0;0;13000;450;0;0;0;0;0;0;0;0;0;0;0;0
Novo Horizonte;BA;0;0;0;0;0;0;0;0;0;0;9434;1520;0;0;0;0;0;0;0;0;0;0;0;0
Nazária;PI;0;0;0;0;0;0;0;0;0;0;8491;14;0;0;0;0;0;0;0;0;0;0;0;0
Pedra do Anta;MG;0;0;0;0;0;0;0;0;0;0;8164;1600;0;0;0;0;0;0;0;0;0;0;0;0
Carnaubal;CE;0;0;0;0;0;0;0;0;0;0;7791;2307;0;0;0;0;0;0;0;0;0;0;0;0
Novo Gama;GO;0;0;0;0;0;0;0;0;0;0;6227;124;0;0;10749;308;0;0;0;0;0;0;0;0
Toledo;MG;0;0;0;0;0;0;0;0;0;0;5709;60;0;0;42256;6000;0;0;6100;307;0;0;17050;380
Viçosa;AL;0;0;0;0;0;0;0;0;0;0;4812;60;0;0;0;0;0;0;0;0;0;0;0;0
Barro;CE;0;0;0;0;0;0;0;0;0;0;3332;8;0;0;0;0;0;0;0;0;0;0;0;0
Santo Expedito;SP;0;0;0;0;0;0;0;0;0;0;2823;11;0;0;33941;19195;0;0;111277;43645;0;0;128378;50233
Areias;SP;0;0;0;0;0;0;0;0;0;0;2284;35;0;0;0;0;0;0;0;0;0;0;0;0
Balbinos;SP;0;0;0;0;0;0;0;0;0;0;2264;16;0;0;0;0;0;0;0;0;0;0;0;0
Tarabai;SP;0;0;0;0;0;0;0;0;0;0;2257;600;4604;1916;7112;950;183892;48770;0;0;0;0;0;0
Flor do Sertão;SC;0;0;0;0;0;0;0;0;0;0;2228;322;0;0;0;0;0;0;0;0;0;0;0;0
Três Ranchos;GO;0;0;0;0;0;0;0;0;0;0;2219;80;0;0;0;0;0;0;0;0;0;0;0;0
Fernando de Noronha;PE;0;0;0;0;0;0;0;0;0;0;2165;50;0;0;0;0;0;0;0;0;0;0;0;0
Flor da Serra do Sul;PR;0;0;0;0;0;0;0;0;0;0;1680;440;0;0;0;0;0;0;168832;253000;74267;137500;167535;330000
Capim Grosso;BA;0;0;0;0;0;0;0;0;0;0;998;8;0;0;0;0;0;0;0;0;0;0;32886;49931
Planaltina;GO;0;0;0;0;0;0;0;0;0;0;410;1;520;4;0;0;0;0;1840;103;0;0;3397;165
Uiraúna;PB;0;0;0;0;0;0;0;0;0;0;405;18;0;0;0;0;0;0;0;0;0;0;0;0
Alpestre;RS;0;0;0;0;0;0;0;0;0;0;214;1;0;0;0;0;0;0;0;0;0;0;0;0
